Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Female,Group E,some college,Free/Reduced,None,19,13,97
Female,Group A,some high school,Free/Reduced,Completed,45,88,23
Male,Group E,bachelor's degree,Standard,None,99,25,25
Male,Group D,bachelor's degree,Standard,Completed,98,80,45
Male,Group C,some high school,Free/Reduced,None,16,23,83
Female,Group A,high school,Standard,Completed,38,7,19
Male,Group A,some high school,Standard,None,51,24,53
Male,Group B,associate's degree,Free/Reduced,Completed,32,28,16
Female,Group A,bachelor's degree,Free/Reduced,None,77,22,89
Male,Group C,master's degree,Free/Reduced,None,87,29,94
Female,Group B,some high school,Free/Reduced,Completed,94,34,29
Male,Group B,master's degree,Standard,None,27,58,89
Male,Group A,bachelor's degree,Standard,None,26,20,72
Female,Group E,bachelor's degree,Free/Reduced,Completed,79,35,80
Male,Group B,some college,Free/Reduced,None,15,65,63
Female,Group C,bachelor's degree,Free/Reduced,None,28,82,45
Female,Group D,high school,Standard,None,48,7,12
Female,Group B,associate's degree,Standard,None,67,72,67
Female,Group C,associate's degree,Standard,Completed,70,3,63
Female,Group C,master's degree,Standard,Completed,61,90,93
Male,Group E,some college,Standard,Completed,18,19,78
Male,Group A,high school,Free/Reduced,Completed,10,52,88
Female,Group E,associate's degree,Free/Reduced,None,45,62,29
Female,Group A,master's degree,Standard,Completed,38,35,19
Female,Group A,master's degree,Standard,None,48,57,37
Female,Group C,high school,Free/Reduced,Completed,97,13,9
Male,Group C,high school,Free/Reduced,None,47,10,98
Female,Group A,bachelor's degree,Free/Reduced,Completed,90,46,92
Male,Group A,bachelor's degree,Free/Reduced,Completed,73,97,38
Male,Group B,high school,Standard,Completed,56,26,60
Male,Group C,some high school,Standard,Completed,14,54,81
Female,Group D,bachelor's degree,Free/Reduced,None,100,92,85
Male,Group A,bachelor's degree,Standard,None,28,21,18
Female,Group A,associate's degree,Free/Reduced,None,31,62,20
Female,Group B,some college,Standard,None,7,87,21
Female,Group D,some college,Standard,Completed,76,55,81
Male,Group C,master's degree,Free/Reduced,None,50,31,50
Male,Group D,high school,Free/Reduced,None,79,17,12
Male,Group E,some college,Standard,Completed,36,5,81
Male,Group A,bachelor's degree,Free/Reduced,None,77,10,2
Male,Group C,some college,Free/Reduced,Completed,13,39,45
Male,Group D,some high school,Standard,Completed,32,22,17
Female,Group D,bachelor's degree,Standard,Completed,4,4,86
Female,Group C,high school,Free/Reduced,Completed,50,69,56
Female,Group D,some high school,Standard,Completed,9,50,20
Male,Group B,associate's degree,Free/Reduced,None,40,14,37
Female,Group A,bachelor's degree,Standard,None,74,76,25
Male,Group C,associate's degree,Free/Reduced,Completed,43,13,34
Male,Group D,bachelor's degree,Free/Reduced,None,75,17,8
Female,Group D,bachelor's degree,Standard,Completed,22,74,11
Male,Group E,master's degree,Free/Reduced,None,3,98,14
Female,Group E,bachelor's degree,Free/Reduced,Completed,67,5,40
Female,Group C,bachelor's degree,Free/Reduced,None,54,60,91
Female,Group B,master's degree,Free/Reduced,Completed,8,45,58
Female,Group C,some college,Free/Reduced,Completed,52,4,62
Female,Group B,bachelor's degree,Standard,None,97,78,100
Female,Group A,bachelor's degree,Free/Reduced,Completed,11,56,38
Female,Group E,some college,Standard,Completed,18,22,11
Male,Group C,high school,Standard,None,55,15,39
Male,Group A,bachelor's degree,Standard,Completed,47,36,47
Male,Group E,high school,Standard,Completed,9,20,87
Male,Group E,master's degree,Free/Reduced,Completed,60,9,100
Male,Group A,high school,Standard,Completed,81,48,49
Male,Group E,bachelor's degree,Free/Reduced,Completed,4,21,82
Female,Group D,some college,Standard,None,60,65,51
Female,Group E,associate's degree,Free/Reduced,None,18,26,40
Female,Group A,bachelor's degree,Standard,Completed,10,30,24
Female,Group E,high school,Free/Reduced,None,90,30,60
Female,Group A,some high school,Standard,None,21,70,79
Female,Group D,associate's degree,Standard,Completed,37,55,76
Female,Group B,bachelor's degree,Free/Reduced,Completed,77,32,99
Female,Group B,bachelor's degree,Free/Reduced,Completed,29,100,40
Female,Group B,master's degree,Free/Reduced,Completed,97,83,42
Female,Group D,some high school,Standard,None,51,35,94
Female,Group E,some high school,Free/Reduced,Completed,59,59,78
Female,Group D,some high school,Free/Reduced,Completed,21,39,33
Male,Group C,associate's degree,Free/Reduced,Completed,4,14,50
Female,Group B,associate's degree,Standard,None,100,74,46
Male,Group E,bachelor's degree,Standard,None,97,29,76
Female,Group B,some college,Free/Reduced,None,78,75,32
Female,Group D,associate's degree,Standard,None,57,90,68
Female,Group B,master's degree,Free/Reduced,Completed,4,29,45
Male,Group B,associate's degree,Free/Reduced,None,7,21,6
Female,Group D,bachelor's degree,Standard,None,77,80,8
Male,Group E,some high school,Free/Reduced,None,50,89,6
Female,Group D,associate's degree,Standard,Completed,54,93,54
Female,Group A,bachelor's degree,Free/Reduced,None,59,37,50
Female,Group D,some college,Standard,None,51,91,71
Female,Group E,master's degree,Free/Reduced,None,61,28,83
Male,Group C,some high school,Standard,Completed,19,21,80
Male,Group A,associate's degree,Standard,Completed,76,32,81
Female,Group C,high school,Standard,None,4,35,44
Male,Group A,high school,Standard,Completed,34,91,40
Male,Group C,some high school,Free/Reduced,Completed,62,53,1
Female,Group C,master's degree,Free/Reduced,None,53,42,15
Female,Group E,some high school,Free/Reduced,None,48,82,87
Male,Group C,high school,Standard,Completed,54,57,80
Female,Group E,some high school,Standard,Completed,41,24,86
Male,Group B,associate's degree,Free/Reduced,None,75,44,55
Female,Group B,associate's degree,Standard,None,77,73,8
Female,Group C,some high school,Free/Reduced,Completed,44,95,35
Female,Group B,bachelor's degree,Free/Reduced,None,99,9,25
Male,Group C,master's degree,Standard,Completed,14,14,76
Female,Group A,some college,Standard,Completed,92,30,52
Female,Group A,some college,Standard,None,87,74,45
Female,Group C,some college,Standard,Completed,7,70,99
Male,Group D,master's degree,Standard,Completed,58,41,52
Female,Group A,some high school,Standard,Completed,45,100,32
Female,Group A,some college,Standard,Completed,45,70,28
Female,Group B,some high school,Free/Reduced,Completed,36,78,4
Male,Group D,high school,Free/Reduced,None,36,30,22
Male,Group A,associate's degree,Free/Reduced,Completed,56,47,26
Female,Group E,associate's degree,Free/Reduced,Completed,8,56,47
Female,Group B,some college,Standard,Completed,27,91,33
Female,Group C,some college,Free/Reduced,None,24,95,70
Male,Group C,high school,Free/Reduced,None,89,32,39
Female,Group B,bachelor's degree,Free/Reduced,None,3,46,37
Male,Group E,bachelor's degree,Standard,Completed,96,76,45
Female,Group C,some high school,Free/Reduced,Completed,97,13,32
Male,Group C,some high school,Free/Reduced,None,38,95,47
Female,Group B,bachelor's degree,Free/Reduced,None,56,85,72
Female,Group B,some college,Free/Reduced,Completed,6,6,45
Female,Group B,associate's degree,Free/Reduced,Completed,61,30,86
Female,Group B,master's degree,Standard,None,60,17,51
Male,Group A,associate's degree,Standard,None,39,89,76
Male,Group B,some high school,Free/Reduced,Completed,53,14,56
Male,Group B,bachelor's degree,Free/Reduced,Completed,4,79,44
Female,Group C,high school,Free/Reduced,None,63,5,81
Female,Group B,associate's degree,Standard,None,2,9,48
Female,Group E,some college,Free/Reduced,Completed,13,1,18
Female,Group A,high school,Standard,None,93,57,26
Male,Group E,associate's degree,Standard,None,99,67,46
Male,Group A,bachelor's degree,Free/Reduced,None,98,62,28
Male,Group C,bachelor's degree,Standard,None,78,15,70
Female,Group B,associate's degree,Free/Reduced,Completed,85,18,76
Male,Group A,associate's degree,Standard,None,51,5,51
Female,Group A,bachelor's degree,Free/Reduced,None,70,49,0
Male,Group A,bachelor's degree,Standard,None,24,85,79
Male,Group D,associate's degree,Free/Reduced,Completed,90,28,11
Female,Group A,master's degree,Free/Reduced,Completed,54,85,45
Male,Group A,some college,Free/Reduced,Completed,17,4,71
Female,Group D,some high school,Standard,None,24,99,8
Female,Group E,associate's degree,Standard,None,97,33,3
Female,Group B,some college,Free/Reduced,Completed,54,36,93
Male,Group C,associate's degree,Standard,None,75,23,44
Male,Group E,some high school,Free/Reduced,None,40,36,4
Male,Group A,high school,Standard,None,14,29,81
Male,Group D,some college,Free/Reduced,Completed,57,0,39
Female,Group E,some college,Free/Reduced,None,34,29,10
Female,Group E,associate's degree,Standard,Completed,0,77,70
Male,Group D,master's degree,Standard,None,77,29,88
Female,Group C,high school,Standard,Completed,18,79,72
Female,Group E,master's degree,Standard,None,74,0,39
Male,Group E,master's degree,Standard,None,88,15,18
Female,Group C,high school,Free/Reduced,Completed,24,77,89
Female,Group A,master's degree,Standard,Completed,95,28,45
Male,Group C,associate's degree,Standard,None,6,23,73
Male,Group D,some high school,Standard,None,58,52,14
Female,Group C,some college,Standard,None,52,19,55
Female,Group C,master's degree,Free/Reduced,None,39,34,40
Male,Group B,high school,Standard,Completed,27,79,45
Male,Group B,master's degree,Standard,Completed,61,68,92
Female,Group B,bachelor's degree,Standard,Completed,52,9,44
Female,Group E,associate's degree,Standard,Completed,88,0,6
Male,Group C,some high school,Free/Reduced,Completed,46,42,29
Male,Group D,bachelor's degree,Standard,Completed,7,1,73
Female,Group E,high school,Free/Reduced,Completed,100,54,76
Male,Group C,master's degree,Free/Reduced,Completed,88,34,48
Female,Group A,master's degree,Standard,None,59,64,64
Female,Group C,bachelor's degree,Free/Reduced,Completed,68,72,55
Female,Group D,high school,Free/Reduced,None,7,75,51
Female,Group B,some college,Standard,None,36,93,92
Male,Group B,some high school,Free/Reduced,Completed,86,53,50
Male,Group D,high school,Standard,None,84,2,67
Female,Group C,master's degree,Free/Reduced,Completed,45,71,53
Female,Group B,master's degree,Standard,None,0,89,8
Male,Group E,master's degree,Free/Reduced,None,66,98,82
Female,Group C,bachelor's degree,Free/Reduced,None,54,22,63
Male,Group C,high school,Free/Reduced,None,5,14,5
Male,Group B,some college,Free/Reduced,None,89,11,19
Male,Group B,associate's degree,Standard,None,34,9,18
Female,Group A,some high school,Free/Reduced,None,48,96,22
Male,Group D,associate's degree,Free/Reduced,None,49,30,32
Male,Group E,high school,Standard,None,17,56,18
Male,Group D,some high school,Free/Reduced,Completed,22,51,85
Female,Group E,bachelor's degree,Free/Reduced,Completed,66,47,18
Male,Group D,bachelor's degree,Standard,None,96,67,64
Female,Group D,some high school,Free/Reduced,None,81,10,36
Male,Group C,some high school,Standard,Completed,95,7,11
Male,Group B,some college,Standard,None,10,6,37
Female,Group C,bachelor's degree,Standard,None,9,40,57
Female,Group E,some college,Standard,None,78,69,31
Female,Group A,master's degree,Free/Reduced,None,77,92,51
Male,Group E,some college,Free/Reduced,Completed,61,52,16
Male,Group E,master's degree,Free/Reduced,Completed,10,26,39
Female,Group E,high school,Standard,Completed,81,10,23
Female,Group B,master's degree,Standard,None,63,46,86
Male,Group C,high school,Free/Reduced,Completed,97,8,40
Female,Group A,high school,Standard,Completed,82,77,14
Male,Group E,master's degree,Standard,None,90,11,11
Male,Group A,bachelor's degree,Free/Reduced,None,91,49,80
Male,Group D,master's degree,Free/Reduced,None,82,75,40
Male,Group B,high school,Free/Reduced,None,36,51,96
Female,Group B,associate's degree,Free/Reduced,Completed,62,27,86
Female,Group D,high school,Free/Reduced,Completed,17,92,97
Female,Group B,high school,Standard,None,78,100,94
Female,Group B,master's degree,Standard,None,10,10,61
Male,Group B,some college,Free/Reduced,None,71,24,19
Male,Group D,bachelor's degree,Standard,Completed,34,81,29
Male,Group E,some high school,Free/Reduced,Completed,81,49,5
Male,Group D,some high school,Standard,Completed,76,30,82
Female,Group A,master's degree,Standard,Completed,35,81,44
Male,Group B,some college,Free/Reduced,None,85,96,3
Male,Group C,some high school,Free/Reduced,None,94,8,24
Female,Group A,some college,Free/Reduced,None,30,16,18
Female,Group D,bachelor's degree,Standard,Completed,1,77,86
Male,Group C,associate's degree,Standard,None,90,19,75
Female,Group A,some college,Standard,None,53,43,71
Male,Group A,associate's degree,Free/Reduced,Completed,1,64,94
Male,Group E,some high school,Standard,Completed,68,77,6
Male,Group C,high school,Free/Reduced,None,29,40,60
Male,Group E,bachelor's degree,Standard,Completed,7,28,14
Male,Group B,associate's degree,Free/Reduced,None,14,80,15
Female,Group B,some college,Free/Reduced,Completed,60,29,72
Female,Group D,associate's degree,Free/Reduced,Completed,60,84,8
Male,Group D,high school,Free/Reduced,None,63,96,11
Female,Group E,master's degree,Standard,Completed,85,37,5
Female,Group A,associate's degree,Free/Reduced,None,29,75,32
Male,Group E,master's degree,Free/Reduced,None,23,20,13
Female,Group A,high school,Standard,None,85,50,26
Male,Group E,some college,Free/Reduced,Completed,98,92,22
Female,Group B,some college,Free/Reduced,None,44,91,68
Male,Group B,associate's degree,Free/Reduced,None,58,64,25
Female,Group D,some college,Standard,None,47,43,0
Female,Group A,some college,Standard,None,8,39,56
Male,Group D,associate's degree,Standard,None,51,95,69
Male,Group A,master's degree,Free/Reduced,None,33,87,95
Female,Group E,master's degree,Standard,None,49,45,97
Female,Group C,some high school,Standard,Completed,27,69,41
Male,Group B,associate's degree,Standard,Completed,16,58,63
Male,Group B,some high school,Standard,None,79,93,57
Female,Group A,some high school,Standard,None,54,30,55
Male,Group C,some high school,Standard,Completed,46,58,90
Male,Group D,high school,Free/Reduced,Completed,58,73,59
Male,Group A,bachelor's degree,Free/Reduced,None,34,40,22
Male,Group D,bachelor's degree,Free/Reduced,None,84,26,16
Female,Group E,master's degree,Standard,None,75,48,46
Female,Group B,associate's degree,Standard,None,38,14,75
Female,Group E,high school,Standard,None,30,58,36
Female,Group A,associate's degree,Standard,Completed,54,20,32
Female,Group D,some high school,Free/Reduced,Completed,27,36,94
Female,Group A,master's degree,Standard,Completed,47,90,6
Male,Group E,high school,Free/Reduced,None,56,59,62
Female,Group C,high school,Free/Reduced,None,33,97,8
Female,Group B,high school,Standard,Completed,36,22,33
Female,Group B,master's degree,Free/Reduced,Completed,65,24,50
Female,Group E,some high school,Free/Reduced,None,81,43,30
Male,Group E,some college,Free/Reduced,None,9,26,59
Female,Group C,some high school,Standard,Completed,2,48,38
Female,Group A,associate's degree,Standard,None,83,68,60
Female,Group B,some college,Standard,Completed,9,44,24
Female,Group C,high school,Standard,Completed,80,18,91
Male,Group A,high school,Free/Reduced,Completed,11,94,52
Male,Group B,some college,Standard,None,56,49,99
Male,Group D,some high school,Standard,None,15,82,84
Male,Group D,high school,Standard,None,71,21,85
Male,Group C,high school,Free/Reduced,None,46,67,31
Female,Group D,some college,Standard,None,50,44,46
Female,Group A,high school,Standard,None,27,7,3
Female,Group E,some high school,Standard,None,3,26,87
Female,Group E,associate's degree,Free/Reduced,Completed,36,88,49
